,r32,sweet16,elite8,final4,championship,national champion
0,Connecticut,Connecticut,Connecticut,Connecticut,Connecticut,South Carolina
1,Northwestern,Auburn,Illinois,Michigan State,South Carolina,
2,San Diego State,Illinois,Michigan State,Wisconsin,,
3,Auburn,South Dakota State,Clemson,South Carolina,,
4,Duquesne,Michigan State,Wisconsin,,,
5,Illinois,Grand Canyon,Texas Tech,,,
6,Washington State,Clemson,Utah State,,,
7,South Dakota State,Long Beach State,South Carolina,,,
8,North Carolina,Houston,,,,
9,Michigan State,Wisconsin,,,,
10,Grand Canyon,Texas Tech,,,,
11,Alabama,Marquette,,,,
12,Clemson,Utah State,,,,
13,Baylor,Samford,,,,
14,Dayton,South Carolina,,,,
15,Long Beach State,Texas,,,,
16,Houston,,,,,
17,Nebraska,,,,,
18,Wisconsin,,,,,
19,Duke,,,,,
20,Texas Tech,,,,,
21,Kentucky,,,,,
22,Florida,,,,,
23,Marquette,,,,,
24,Montana State,,,,,
25,Utah State,,,,,
26,McNeese,,,,,
27,Samford,,,,,
28,South Carolina,,,,,
29,Akron,,,,,
30,Texas,,,,,
31,Tennessee,,,,,
