,r32,sweet16,elite8,final4,championship,national champion
0,Connecticut,FAU,UAB,Drake,Drake,Gonzaga
1,FAU,UAB,Drake,Michigan State,Gonzaga,
2,UAB,BYU,Michigan State,Wisconsin,,
3,Auburn,Drake,Colgate,Gonzaga,,
4,BYU,Michigan State,Wisconsin,,,
5,Illinois,Charleston,Marquette,,,
6,Drake,Colgate,Gonzaga,,,
7,South Dakota State,Long Beach State,Virginia,,,
8,North Carolina,Texas A&M,,,,
9,Michigan State,Wisconsin,,,,
10,Saint Mary's College,North Carolina State,,,,
11,Charleston,Marquette,,,,
12,Clemson,Purdue,,,,
13,Colgate,Gonzaga,,,,
14,Dayton,South Carolina,,,,
15,Long Beach State,Virginia,,,,
16,Houston,,,,,
17,Texas A&M,,,,,
18,Wisconsin,,,,,
19,Vermont,,,,,
20,North Carolina State,,,,,
21,Oakland,,,,,
22,Florida,,,,,
23,Marquette,,,,,
24,Purdue,,,,,
25,Utah State,,,,,
26,Gonzaga,,,,,
27,Samford,,,,,
28,South Carolina,,,,,
29,Creighton,,,,,
30,Virginia,,,,,
31,Tennessee,,,,,
