"",r32,sweet16,elite8,final4,championship,national champion
0,Connecticut,Northwestern,UAB,BYU,Clemson,Clemson
1,Northwestern,UAB,BYU,Clemson,Houston,
2,UAB,BYU,Charleston,Houston,,
3,Auburn,Iowa State,Clemson,South Carolina,,
4,BYU,Michigan State,Houston,,,
5,Morehead State,Charleston,North Carolina State,,,
6,Drake,Clemson,Purdue,,,
7,Iowa State,Long Beach State,South Carolina,,,
8,North Carolina,Houston,,,,
9,Michigan State,Duke,,,,
10,Grand Canyon,North Carolina State,,,,
11,Charleston,Marquette,,,,
12,Clemson,Purdue,,,,
13,Baylor,Samford,,,,
14,Nevada,South Carolina,,,,
15,Long Beach State,Virginia,,,,
16,Houston,,,,,
17,Nebraska,,,,,
18,Wisconsin,,,,,
19,Duke,,,,,
20,North Carolina State,,,,,
21,Kentucky,,,,,
22,Florida,,,,,
23,Marquette,,,,,
24,Purdue,,,,,
25,Utah State,,,,,
26,Gonzaga,,,,,
27,Samford,,,,,
28,South Carolina,,,,,
29,Akron,,,,,
30,Virginia,,,,,
31,Tennessee,,,,,
